Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
,Difference,810.7320938163621,-5708.172512853736,-1681.603548132432,-153.61511635682507,-175.5460411908822,-617.8613232117891,141,-7385.066447929305,,,,Difference,0.6189937410838606,-4.811784288205537,-2.414895057636241,-0.2047082202048158,-0.21888982651333455,-0.9008662523601263,0.1673195,-7.764830403836196
,%,0.17977475930459705,-0.3289397780144906,-0.33536301024974874,-0.5373692261390798,-0.18210245031091582,-0.4773207550903203,1,-0.25100890860582153,,,,%,0.10236624011752941,-0.33178095434541904,-0.3310462635644491,-0.5232721104778142,-0.18793927582581482,-0.49186344782564156,1,-0.2486184606594458
,,,,,,,,,,,,,,,,,,,,,
,Particulars,Andhra Pradesh,Bihar,Karnataka,Kerala,Maharashtra,Tamil Nadu,Gujarat,Total,,,,,,,,,,,,
,Actual Qty (Tonnes),0.24143811171203464,0.5284455767044913,0.15123455737217964,0.006001416343469063,0.03577933244618664,0.03070251994391366,0.00639848547772505,1,,,,,,,,,,,,
,Budget Qty (Tonnes),0.15327925383141547,0.5898144701041,0.1704288776122267,0.009716187575444513,0.0327649853803959,0.04399622549641736,0,1,,,,,,,,,,,,
,Actual GSV (per KG),12.52874760293418,8.322069844788547,14.642414351834487,14.102060491493384,11.995611075707586,13.755622806045153,11.866631205673759,10.649205259098904,,,,,,,,,,,,
,Budget GSV (per KG),13.40852037165418,8.357454151807492,14.54792710977966,13.685054517687242,12.081831584481357,14.149303982877028,0,10.61532583897835,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,CC Salt Qty,,,,,,,,,,,,CC Salt Sales,,,,,,,,
,,Andhra Pradesh,Bihar,Karnataka,Maharashtra,Madhya Pradesh,Gujarat,Grand Total,,,,,,Andhra Pradesh,Bihar,Karnataka,Maharashtra,Madhya Pradesh,Gujarat,Grand Total,
,Actual,266,727,53.125,3827.25,0,282,5155.375,0,,,,Actual,0.33486379231788077,0.599048,0.08361874999999999,4.608007548983443,0,0.339528,5.965066091301324,0
